"","MedicalText"
"2733","Globulin, Total"
"2734","Globulin, Total"
"2735","Globulin, Total"
"2736","Globulin, Total"
"2737","Globulin, Total"
"2738","Globulin, Total"
"2739","Globulin, Total"
"2740","Globulin, Total"
"2741","Globulin, Total"
"2742","Globulin, Total"
"2743","Globulin, Total"
"2744","Globulin, Total"
"2745","Globulin, Total"
"2746","Globulin, Total"
"2747","Globulin, Total"
"2748","Globulin, Total"
"2749","Globulin, Total"
"2750","Globulin, Total"
"2751","Globulin, Total"
"2752","Globulin, Total"
"2753","Globulin, Total"
"2754","Globulin, Total"
"2755","Globulin, Total"
"2756","Globulin, Total"
"2757","Globulin, Total"
"2758","Globulin, Total"
"2759","Globulin, Total"
"2760","Globulin, Total"
"2761","Globulin, Total"
"2762","Globulin, Total"
"2763","Globulin, Total"
"2764","Globulin, Total"
"2765","Globulin, Total"
"2766","Globulin, Total"
"2767","Globulin, Total"
"2768","Globulin, Total"
"2769","Globulin, Total"
"2770","Globulin, Total"
"2771","Globulin, Total"
"2772","Globulin, Total"
"2773","Globulin, Total"
"2774","Globulin, Total"
"2775","Globulin, Total"
"2776","Globulin, Total"
"2777","Globulin, Total"
"2778","Globulin, Total"
"2779","Globulin, Total"
"2780","Globulin, Total"
"2781","Globulin, Total"
"2782","Globulin, Total"
"2783","Globulin, Total"
"2784","Globulin, Total"
"2785","Globulin, Total"
"2786","Globulin, Total"
"2787","Globulin, Total"
"2788","Globulin, Total"
"2789","Globulin, Total"
"2790","Globulin, Total"
"2791","Globulin, Total"
"2792","Globulin, Total"
"2793","Globulin, Total"
"2794","Globulin, Total"
"2795","Globulin, Total"
"2796","Globulin, Total"
"2797","Globulin, Total"
"2798","Globulin, Total"
"2799","Globulin, Total"
"2800","Globulin, Total"
"2801","Globulin, Total"
"2802","Globulin, Total"
"2803","Globulin, Total"
"2804","Globulin, Total"
"2805","Globulin, Total"
"2806","Globulin, Total"
"2807","Globulin, Total"
"2808","Globulin, Total"
"2809","Globulin, Total"
"2810","Globulin, Total"
"2811","Globulin, Total"
"2812","Globulin, Total"
"2813","Globulin, Total"
"2814","Globulin, Total"
"2815","Globulin, Total"
"2816","Globulin, Total"
"2817","Globulin, Total"
"2818","A/G Ratio"
"2819","A/G Ratio"
"2820","A/G Ratio"
"2821","A/G Ratio"
"2822","A/G Ratio"
"2823","A/G Ratio"
"2824","A/G Ratio"
"2825","A/G Ratio"
"2826","A/G Ratio"
"2827","A/G Ratio"
"2828","A/G Ratio"
"2829","A/G Ratio"
"2830","A/G Ratio"
"2831","A/G Ratio"
"2832","A/G Ratio"
"2833","A/G Ratio"
"2834","A/G Ratio"
"2835","A/G Ratio"
"2836","A/G Ratio"
"2837","A/G Ratio"
"2838","A/G Ratio"
"2839","A/G Ratio"
"2840","A/G Ratio"
"2841","A/G Ratio"
"2842","A/G Ratio"
"2843","A/G Ratio"
"2844","A/G Ratio"
"2845","A/G Ratio"
"2846","A/G Ratio"
"2847","A/G Ratio"
"2848","A/G Ratio"
"2849","A/G Ratio"
"2850","A/G Ratio"
"2851","A/G Ratio"
"2852","A/G Ratio"
"2853","A/G Ratio"
"2854","A/G Ratio"
"2855","A/G Ratio"
"2856","A/G Ratio"
"2857","A/G Ratio"
"2858","A/G Ratio"
"2859","A/G Ratio"
"2860","A/G Ratio"
"2861","A/G Ratio"
"2862","A/G Ratio"
"2863","A/G Ratio"
"2864","A/G Ratio"
"2865","A/G Ratio"
"2866","A/G Ratio"
"2867","A/G Ratio"
"2868","A/G Ratio"
"2869","A/G Ratio"
"2870","A/G Ratio"
"2871","A/G Ratio"
"2872","A/G Ratio"
"2873","A/G Ratio"
"2874","A/G Ratio"
"2875","A/G Ratio"
"2876","A/G Ratio"
"2877","A/G Ratio"
"2878","A/G Ratio"
"2879","A/G Ratio"
"2880","A/G Ratio"
"2881","A/G Ratio"
"2882","A/G Ratio"
"2883","A/G Ratio"
"2884","A/G Ratio"
"2885","A/G Ratio"
"2886","A/G Ratio"
"2887","A/G Ratio"
"2888","A/G Ratio"
"2889","A/G Ratio"
"2890","A/G Ratio"
"2891","A/G Ratio"
"2892","A/G Ratio"
"2893","A/G Ratio"
"2894","A/G Ratio"
"2895","A/G Ratio"
"2896","A/G Ratio"
"2897","A/G Ratio"
"2898","A/G Ratio"
"2899","A/G Ratio"
"2900","A/G Ratio"
"2901","A/G Ratio"
"2902","A/G Ratio"
"2903","A/G Ratio"
"2904","A/G Ratio"
"2905","A/G Ratio"
"2906","A/G Ratio"
"2907","A/G Ratio"
"2908","A/G Ratio"
"2909","A/G Ratio"
"2910","A/G Ratio"
"2911","A/G Ratio"
"2912","A/G Ratio"
"2913","A/G Ratio"
"2914","A/G Ratio"
"2915","A/G Ratio"
"2916","A/G Ratio"
"2917","A/G Ratio"
"2918","A/G Ratio"
"2919","A/G Ratio"
"2920","A/G Ratio"
"2921","A/G Ratio"
"2922","A/G Ratio"
"2923","A/G Ratio"
"2924","A/G Ratio"
"2925","A/G Ratio"
"2926","A/G Ratio"
"2927","A/G Ratio"
"2928","A/G Ratio"
"2929","A/G Ratio"
"2930","A/G Ratio"
"2931","A/G Ratio"
"2932","A/G Ratio"
"2933","A/G Ratio"
"2934","A/G Ratio"
"2935","A/G Ratio"
"2936","A/G Ratio"
"2937","A/G Ratio"
"2938","A/G Ratio"
"2939","A/G Ratio"
"2940","A/G Ratio"
"2941","LDL Cholesterol Calc"
"2942","LDL Cholesterol Calc"
"2943","LDL Cholesterol Calc"
"2944","LDL Cholesterol Calc"
"2945","LDL Cholesterol Calc"
"2946","LDL Cholesterol Calc"
"2947","LDL Cholesterol Calc"
"2948","LDL Cholesterol Calc"
"2949","LDL Cholesterol Calc"
"2950","LDL Cholesterol Calc"
"2951","LDL Cholesterol Calc"
"2952","LDL Cholesterol Calc"
"2953","LDL Cholesterol Calc"
"2954","LDL Cholesterol Calc"
"2955","LDL Cholesterol Calc"
"2956","LDL Cholesterol Calc"
"2957","LDL Cholesterol Calc"
"2958","LDL Cholesterol Calc"
"2959","LDL Cholesterol Calc"
"2960","LDL Cholesterol Calc"
"2961","LDL Cholesterol Calc"
"2962","LDL Cholesterol Calc"
"2963","LDL Cholesterol Calc"
"2964","LDL Cholesterol Calc"
"2965","LDL Cholesterol Calc"
"2966","LDL Cholesterol Calc"
"2967","LDL Cholesterol Calc"
"2968","LDL Cholesterol Calc"
"2969","LDL Cholesterol Calc"
"2970","LDL Cholesterol Calc"
"2971","LDL Cholesterol Calc"
"2972","LDL Cholesterol Calc"
"2973","LDL Cholesterol Calc"
"2974","LDL Cholesterol Calc"
"2975","LDL Cholesterol Calc"
"2976","LDL Cholesterol Calc"
"2977","LDL Cholesterol Calc"
"2978","LDL Cholesterol Calc"
"2979","LDL Cholesterol Calc"
"2980","LDL Cholesterol Calc"
"2981","LDL Cholesterol Calc"
"2982","LDL Cholesterol Calc"
"2983","LDL Cholesterol Calc"
"2984","LDL Cholesterol Calc"
"2985","LDL Cholesterol Calc"
"2986","LDL Cholesterol Calc"
"2987","LDL Cholesterol Calc"
"2988","LDL Cholesterol Calc"
"2989","LDL Cholesterol Calc"
"2990","LDL Cholesterol Calc"
"2991","LDL Cholesterol Calc"
"2992","LDL Cholesterol Calc"
"2993","LDL Cholesterol Calc"
"2994","LDL Cholesterol Calc"
"2995","LDL Cholesterol Calc"
"2996","LDL Cholesterol Calc"
"2997","LDL Cholesterol Calc"
"2998","LDL Cholesterol Calc"
"2999","LDL Cholesterol Calc"
"3000","LDL Cholesterol Calc"
"3001","LDL Cholesterol Calc"
"3002","LDL Cholesterol Calc"
"3003","LDL Cholesterol Calc"
"3004","LDL Cholesterol Calc"
"3005","LDL Cholesterol Calc"
"3006","LDL Cholesterol Calc"
"3007","LDL Cholesterol Calc"
"3008","LDL Cholesterol Calc"
"3009","LDL Cholesterol Calc"
"3010","LDL Cholesterol Calc"
"3011","LDL Cholesterol Calc"
"3012","LDL Cholesterol Calc"
"3013","LDL Cholesterol Calc"
"3014","LDL Cholesterol Calc"
"3015","LDL Cholesterol Calc"
"3016","LDL Cholesterol Calc"
"3017","LDL Cholesterol Calc"
"3018","LDL Cholesterol Calc"
"3019","LDL Cholesterol Calc"
"3020","LDL Cholesterol Calc"
"3021","LDL Cholesterol Calc"
"3022","LDL Cholesterol Calc"
"3023","LDL Cholesterol Calc"
"3024","LDL Cholesterol Calc"
"3025","LDL Cholesterol Calc"
"3026","LDL Cholesterol Calc"
"3027","LDL Cholesterol Calc"
"3028","LDL Cholesterol Calc"
"3029","LDL Cholesterol Calc"
"3030","LDL Cholesterol Calc"
"3031","LDL Cholesterol Calc"
"3032","LDL Cholesterol Calc"
"3033","Microscopic Examination"
"3034","Microscopic Examination"
"3035","Microscopic Examination"
"3036","Microscopic Examination"
"3037","Microscopic Examination"
"3038","Microscopic Examination"
"3039","Microscopic Examination"
"3040","Microscopic Examination"
"3041","Microscopic Examination"
"3042","Microscopic Examination"
"3043","Microscopic Examination"
"3044","Microscopic Examination"
"3045","Microscopic Examination"
"3046","Microscopic Examination"
"3047","Microscopic Examination"
"3048","Microscopic Examination"
"3049","Microscopic Examination"
"3050","Microscopic Examination"
"3051","Microscopic Examination"
"3052","Microscopic Examination"
"3053","Microscopic Examination"
"3054","Microscopic Examination"
"3055","Microscopic Examination"
"3056","Microscopic Examination"
"3057","Microscopic Examination"
"3058","Microscopic Examination"
"3059","Microscopic Examination"
"3060","Microscopic Examination"
"3061","Microscopic Examination"
"3062","Microscopic Examination"
"3063","Microscopic Examination"
"3064","Microscopic Examination"
"3065","Microscopic Examination"
"3066","Microscopic Examination"
"3067","Microscopic Examination"
"3068","Microscopic Examination"
"3069","Microscopic Examination"
"3070","Antichromatin Antibodies"
"3071","Antichromatin Antibodies"
"3072","Sjogren's Anti-SS-A"
"3073","Sjogren's Anti-SS-A"
"3074","Sjogren's Anti-SS-B"
"3075","Sjogren's Anti-SS-B"
"3076","Urine-Color"
"3077","Urine-Color"
"3078","Urine-Color"
"3079","Urine-Color"
"3080","Urine-Color"
"3081","Urine-Color"
"3082","Urine-Color"
"3083","Urine-Color"
"3084","Urine-Color"
"3085","Urine-Color"
"3086","Urine-Color"
"3087","Urine-Color"
"3088","Urine-Color"
"3089","Urine-Color"
"3090","Urine-Color"
"3091","Urine-Color"
"3092","Urine-Color"
"3093","Urine-Color"
"3094","Urine-Color"
"3095","Urine-Color"
"3096","Urine-Color"
"3097","Urine-Color"
"3098","Urine-Color"
"3099","Urine-Color"
"3100","Urine-Color"
"3101","Urine-Color"
"3102","Urine-Color"
"3103","Urine-Color"
"3104","Urine-Color"
"3105","Urine-Color"
"3106","Urine-Color"
"3107","Urine-Color"
"3108","Urine-Color"
"3109","Urine-Color"
"3110","Urine-Color"
"3111","Urine-Color"
"3112","Urine-Color"
"3113","Appearance"
"3114","Appearance"
"3115","Appearance"
"3116","Appearance"
"3117","Appearance"
"3118","Appearance"
"3119","Appearance"
"3120","Appearance"
"3121","Appearance"
"3122","Appearance"
"3123","Appearance"
"3124","Appearance"
"3125","Appearance"
"3126","Appearance"
"3127","Appearance"
"3128","Appearance"
"3129","Appearance"
"3130","Appearance"
"3131","Appearance"
"3132","Appearance"
"3133","Appearance"
"3134","Appearance"
"3135","Appearance"
"3136","Appearance"
"3137","Appearance"
"3138","Appearance"
"3139","Appearance"
"3140","Appearance"
"3141","Appearance"
"3142","Appearance"
"3143","Appearance"
"3144","Appearance"
"3145","Appearance"
"3146","Appearance"
"3147","Appearance"
"3148","Appearance"
"3149","Appearance"
"3150","Specific Gravity"
"3151","Specific Gravity"
"3152","Specific Gravity"
"3153","Specific Gravity"
"3154","Specific Gravity"
"3155","Specific Gravity"
"3156","Specific Gravity"
"3157","Specific Gravity"
"3158","Specific Gravity"
"3159","Specific Gravity"
"3160","Specific Gravity"
"3161","Specific Gravity"
"3162","Specific Gravity"
"3163","Specific Gravity"
"3164","Specific Gravity"
"3165","Specific Gravity"
"3166","Specific Gravity"
"3167","Specific Gravity"
"3168","Specific Gravity"
"3169","Specific Gravity"
"3170","Specific Gravity"
"3171","Specific Gravity"
"3172","Specific Gravity"
"3173","Specific Gravity"
"3174","Specific Gravity"
"3175","Specific Gravity"
"3176","Specific Gravity"
"3177","Specific Gravity"
"3178","Specific Gravity"
"3179","Specific Gravity"
"3180","Specific Gravity"
"3181","Specific Gravity"
"3182","Specific Gravity"
"3183","Specific Gravity"
"3184","Specific Gravity"
"3185","Specific Gravity"
"3186","Specific Gravity"
"3187","pH"
"3188","pH"
"3189","pH"
"3190","pH"
"3191","pH"
"3192","pH"
"3193","pH"
"3194","pH"
"3195","pH"
"3196","pH"
"3197","pH"
"3198","pH"
"3199","pH"
"3200","pH"
"3201","pH"
"3202","pH"
"3203","pH"
"3204","pH"
"3205","pH"
"3206","pH"
"3207","pH"
"3208","pH"
"3209","pH"
"3210","pH"
"3211","pH"
"3212","pH"
"3213","pH"
"3214","pH"
"3215","pH"
"3216","pH"
"3217","pH"
"3218","pH"
"3219","pH"
"3220","pH"
"3221","pH"
"3222","pH"
"3223","pH"
"3224","Protein"
"3225","Protein"
"3226","Protein"
"3227","Protein"
"3228","Protein"
"3229","Protein"
"3230","Protein"
"3231","Protein"
"3232","Protein"
"3233","Protein"
"3234","Protein"
"3235","Protein"
"3236","Protein"
"3237","Protein"
"3238","Protein"
"3239","Protein"
"3240","Protein"
"3241","Protein"
"3242","Protein"
"3243","Protein"
"3244","Protein"
"3245","Protein"
"3246","Protein"
"3247","Protein"
"3248","Protein"
"3249","Protein"
"3250","Protein"
"3251","Protein"
"3252","Protein"
"3253","Protein"
"3254","Protein"
"3255","Protein"
"3256","Protein"
"3257","Protein"
"3258","Protein"
"3259","Protein"
"3260","Protein"
"3261","Occult Blood"
"3262","Occult Blood"
"3263","Occult Blood"
"3264","Occult Blood"
"3265","Occult Blood"
"3266","Occult Blood"
"3267","Occult Blood"
"3268","Occult Blood"
"3269","Occult Blood"
"3270","Occult Blood"
"3271","Occult Blood"
"3272","Occult Blood"
"3273","Occult Blood"
"3274","Occult Blood"
"3275","Occult Blood"
"3276","Occult Blood"
"3277","Occult Blood"
"3278","Occult Blood"
"3279","Occult Blood"
"3280","Occult Blood"
"3281","Occult Blood"
"3282","Occult Blood"
"3283","Occult Blood"
"3284","Occult Blood"
"3285","Occult Blood"
"3286","Occult Blood"
"3287","Occult Blood"
"3288","Occult Blood"
"3289","Occult Blood"
"3290","Occult Blood"
"3291","Occult Blood"
"3292","Occult Blood"
"3293","Occult Blood"
"3294","Occult Blood"
"3295","Occult Blood"
"3296","Occult Blood"
"3297","Occult Blood"
"3298","Bilirubin"
"3299","Bilirubin"
"3300","Bilirubin"
"3301","Bilirubin"
"3302","Bilirubin"
"3303","Bilirubin"
"3304","Bilirubin"
"3305","Bilirubin"
"3306","Bilirubin"
"3307","Bilirubin"
"3308","Bilirubin"
"3309","Bilirubin"
"3310","Bilirubin"
"3311","Bilirubin"
"3312","Bilirubin"
"3313","Bilirubin"
"3314","Bilirubin"
"3315","Bilirubin"
"3316","Bilirubin"
"3317","Bilirubin"
"3318","Bilirubin"
"3319","Bilirubin"
"3320","Bilirubin"
"3321","Bilirubin"
"3322","Bilirubin"
"3323","Bilirubin"
"3324","Bilirubin"
"3325","Bilirubin"
"3326","Bilirubin"
"3327","Bilirubin"
"3328","Bilirubin"
"3329","Bilirubin"
"3330","Bilirubin"
"3331","Bilirubin"
"3332","Bilirubin"
"3333","Bilirubin"
"3334","Bilirubin"
"3335","Urobilinogen,Semi-Qn"
"3336","Urobilinogen,Semi-Qn"
"3337","Urobilinogen,Semi-Qn"
"3338","Urobilinogen,Semi-Qn"
"3339","Urobilinogen,Semi-Qn"
"3340","Urobilinogen,Semi-Qn"
"3341","Urobilinogen,Semi-Qn"
"3342","Urobilinogen,Semi-Qn"
"3343","Urobilinogen,Semi-Qn"
"3344","Urobilinogen,Semi-Qn"
"3345","Urobilinogen,Semi-Qn"
"3346","Urobilinogen,Semi-Qn"
"3347","Urobilinogen,Semi-Qn"
"3348","Urobilinogen,Semi-Qn"
"3349","Urobilinogen,Semi-Qn"
"3350","Urobilinogen,Semi-Qn"
"3351","Urobilinogen,Semi-Qn"
"3352","Urobilinogen,Semi-Qn"
"3353","Urobilinogen,Semi-Qn"
"3354","Urobilinogen,Semi-Qn"
"3355","Urobilinogen,Semi-Qn"
"3356","Urobilinogen,Semi-Qn"
"3357","Urobilinogen,Semi-Qn"
"3358","Urobilinogen,Semi-Qn"
"3359","Urobilinogen,Semi-Qn"
"3360","Urobilinogen,Semi-Qn"
"3361","Urobilinogen,Semi-Qn"
"3362","Urobilinogen,Semi-Qn"
"3363","Urobilinogen,Semi-Qn"
"3364","Urobilinogen,Semi-Qn"
"3365","Urobilinogen,Semi-Qn"
"3366","Urobilinogen,Semi-Qn"
"3367","Urobilinogen,Semi-Qn"
"3368","Urobilinogen,Semi-Qn"
"3369","Urobilinogen,Semi-Qn"
"3370","Urobilinogen,Semi-Qn"
"3371","Urobilinogen,Semi-Qn"
"3372","Nitrite, Urine"
"3373","Nitrite, Urine"
"3374","Nitrite, Urine"
"3375","Nitrite, Urine"
"3376","Nitrite, Urine"
"3377","Nitrite, Urine"
"3378","Nitrite, Urine"
"3379","Nitrite, Urine"
"3380","Nitrite, Urine"
"3381","Nitrite, Urine"
"3382","Nitrite, Urine"
"3383","Nitrite, Urine"
"3384","Nitrite, Urine"
"3385","Nitrite, Urine"
"3386","Nitrite, Urine"
"3387","Nitrite, Urine"
"3388","Nitrite, Urine"
"3389","Nitrite, Urine"
"3390","Nitrite, Urine"
"3391","Nitrite, Urine"
"3392","Nitrite, Urine"
"3393","Nitrite, Urine"
"3394","Nitrite, Urine"
"3395","Nitrite, Urine"
"3396","Nitrite, Urine"
"3397","Nitrite, Urine"
"3398","Nitrite, Urine"
"3399","Nitrite, Urine"
"3400","Nitrite, Urine"
"3401","Nitrite, Urine"
"3402","Nitrite, Urine"
"3403","Nitrite, Urine"
"3404","Nitrite, Urine"
"3405","Nitrite, Urine"
"3406","Nitrite, Urine"
"3407","Nitrite, Urine"
"3408","Nitrite, Urine"
"3409","Ketones"
"3410","Ketones"
"3411","Ketones"
"3412","Ketones"
"3413","Ketones"
"3414","Ketones"
"3415","Ketones"
"3416","Ketones"
"3417","Ketones"
"3418","Ketones"
"3419","Ketones"
"3420","Ketones"
"3421","Ketones"
"3422","Ketones"
"3423","Ketones"
"3424","Ketones"
"3425","Ketones"
"3426","Ketones"
"3427","Ketones"
"3428","Ketones"
"3429","Ketones"
"3430","Ketones"
"3431","Ketones"
"3432","Ketones"
"3433","Ketones"
"3434","Ketones"
"3435","Ketones"
"3436","Ketones"
"3437","Ketones"
"3438","Ketones"
"3439","Ketones"
"3440","Ketones"
"3441","Ketones"
"3442","Ketones"
"3443","Ketones"
"3444","Ketones"
"3445","Ketones"
"3446","WBC"
"3447","WBC"
"3448","WBC"
"3449","WBC"
"3450","WBC"
"3451","WBC"
"3452","WBC"
"3453","WBC"
"3454","WBC"
"3455","WBC"
"3456","WBC"
"3457","WBC"
"3458","WBC"
"3459","RBC"
"3460","RBC"
"3461","RBC"
"3462","RBC"
"3463","RBC"
"3464","RBC"
"3465","RBC"
"3466","RBC"
"3467","RBC"
"3468","RBC"
"3469","RBC"
"3470","RBC"
"3471","RBC"
"3472","Casts"
"3473","Casts"
"3474","Crystals"
"3475","Crystals"
"3476","Cast Type"
"3477","Cast Type"
"3478","Cast Type"
"3479","Cast Type"
"3480","Cast Type"
"3481","Cast Type"
"3482","Cast Type"
"3483","Cast Type"
"3484","Cast Type"
"3485","Cast Type"
"3486","Cast Type"
"3487","Epithelial Cells (non renal)"
"3488","Epithelial Cells (non renal)"
"3489","Epithelial Cells (non renal)"
"3490","Epithelial Cells (non renal)"
"3491","Epithelial Cells (non renal)"
"3492","Epithelial Cells (non renal)"
"3493","Epithelial Cells (non renal)"
"3494","Epithelial Cells (non renal)"
"3495","Epithelial Cells (non renal)"
"3496","Epithelial Cells (non renal)"
"3497","Epithelial Cells (non renal)"
"3498","Epithelial Cells (non renal)"
"3499","Epithelial Cells (non renal)"
"3500","Crystal Type"
"3501","Crystal Type"
"3502","WBC Esterase"
"3503","WBC Esterase"
"3504","WBC Esterase"
"3505","WBC Esterase"
"3506","WBC Esterase"
"3507","WBC Esterase"
"3508","WBC Esterase"
"3509","WBC Esterase"
"3510","WBC Esterase"
"3511","WBC Esterase"
"3512","WBC Esterase"
"3513","WBC Esterase"
"3514","WBC Esterase"
"3515","WBC Esterase"
"3516","WBC Esterase"
"3517","WBC Esterase"
"3518","WBC Esterase"
"3519","WBC Esterase"
"3520","WBC Esterase"
"3521","WBC Esterase"
"3522","WBC Esterase"
"3523","WBC Esterase"
"3524","WBC Esterase"
"3525","WBC Esterase"
"3526","WBC Esterase"
"3527","WBC Esterase"
"3528","WBC Esterase"
"3529","WBC Esterase"
"3530","WBC Esterase"
"3531","WBC Esterase"
"3532","WBC Esterase"
"3533","WBC Esterase"
"3534","WBC Esterase"
"3535","WBC Esterase"
"3536","WBC Esterase"
"3537","WBC Esterase"
"3538","WBC Esterase"
"3539","Creatinine, Urine"
"3540","Creatinine, Urine"
"3541","Creatinine, Urine"
"3542","MCV"
"3543","MCV"
"3544","MCV"
"3545","MCV"
"3546","MCV"
"3547","MCV"
"3548","MCV"
"3549","MCV"
"3550","MCV"
"3551","MCV"
"3552","MCV"
"3553","MCV"
"3554","MCV"
"3555","MCV"
"3556","MCV"
"3557","MCV"
"3558","MCV"
"3559","MCV"
"3560","MCV"
"3561","MCV"
"3562","MCV"
"3563","MCV"
"3564","MCV"
"3565","MCV"
"3566","MCV"
"3567","MCV"
"3568","MCV"
"3569","MCV"
"3570","MCV"
"3571","MCV"
"3572","MCV"
"3573","MCV"
"3574","MCV"
"3575","MCV"
"3576","MCV"
"3577","MCV"
"3578","MCV"
"3579","MCV"
"3580","MCV"
"3581","MCV"
"3582","MCV"
"3583","MCV"
"3584","MCV"
"3585","MCV"
"3586","MCV"
"3587","MCV"
"3588","MCV"
"3589","MCV"
"3590","MCV"
"3591","MCV"
"3592","MCV"
"3593","MCV"
"3594","MCV"
"3595","MCV"
"3596","MCV"
"3597","MCV"
"3598","MCV"
"3599","MCV"
"3600","MCV"
"3601","MCV"
"3602","MCV"
"3603","MCV"
"3604","MCV"
"3605","MCV"
"3606","MCV"
"3607","MCV"
"3608","MCV"
"3609","MCV"
"3610","MCV"
"3611","MCV"
"3612","MCV"
"3613","MCV"
"3614","MCV"
"3615","MCV"
"3616","MCV"
"3617","MCV"
"3618","MCV"
"3619","MCV"
"3620","MCV"
"3621","MCV"
"3622","MCV"
"3623","MCV"
"3624","MCV"
"3625","MCV"
"3626","MCV"
"3627","MCV"
"3628","MCV"
"3629","MCV"
"3630","MCV"
"3631","MCV"
"3632","MCV"
"3633","MCV"
"3634","MCV"
"3635","MCV"
"3636","MCV"
"3637","MCV"
"3638","MCV"
"3639","MCV"
"3640","MCV"
"3641","MCV"
"3642","MCV"
"3643","MCV"
"3644","MCH"
"3645","MCH"
"3646","MCH"
"3647","MCH"
"3648","MCH"
"3649","MCH"
"3650","MCH"
"3651","MCH"
"3652","MCH"
"3653","MCH"
"3654","MCH"
"3655","MCH"
"3656","MCH"
"3657","MCH"
"3658","MCH"
"3659","MCH"
"3660","MCH"
"3661","MCH"
"3662","MCH"
"3663","MCH"
"3664","MCH"
"3665","MCH"
"3666","MCH"
"3667","MCH"
"3668","MCH"
"3669","MCH"
"3670","MCH"
"3671","MCH"
"3672","MCH"
"3673","MCH"
"3674","MCH"
"3675","MCH"
"3676","MCH"
"3677","MCH"
"3678","MCH"
"3679","MCH"
"3680","MCH"
"3681","MCH"
"3682","MCH"
"3683","MCH"
"3684","MCH"
"3685","MCH"
"3686","MCH"
"3687","MCH"
"3688","MCH"
"3689","MCH"
"3690","MCH"
"3691","MCH"
"3692","MCH"
"3693","MCH"
"3694","MCH"
"3695","MCH"
"3696","MCH"
"3697","MCH"
"3698","MCH"
"3699","MCH"
"3700","MCH"
"3701","MCH"
"3702","MCH"
"3703","MCH"
"3704","MCH"
"3705","MCH"
"3706","MCH"
"3707","MCH"
"3708","MCH"
"3709","MCH"
"3710","MCH"
"3711","MCH"
"3712","MCH"
"3713","MCH"
"3714","MCH"
"3715","MCH"
"3716","MCH"
"3717","MCH"
"3718","MCH"
"3719","MCH"
"3720","MCH"
"3721","MCH"
"3722","MCH"
"3723","MCH"
"3724","MCH"
"3725","MCH"
"3726","MCH"
"3727","MCH"
"3728","MCH"
"3729","MCH"
"3730","MCH"
"3731","MCH"
"3732","MCH"
"3733","MCH"
"3734","MCH"
"3735","MCH"
"3736","MCH"
"3737","MCH"
"3738","MCH"
"3739","MCH"
"3740","MCH"
"3741","MCH"
"3742","MCH"
"3743","MCH"
"3744","MCH"
"3745","MCH"
"3746","MCHC"
"3747","MCHC"
"3748","MCHC"
"3749","MCHC"
"3750","MCHC"
"3751","MCHC"
"3752","MCHC"
"3753","MCHC"
"3754","MCHC"
"3755","MCHC"
"3756","MCHC"
"3757","MCHC"
"3758","MCHC"
"3759","MCHC"
"3760","MCHC"
"3761","MCHC"
"3762","MCHC"
"3763","MCHC"
"3764","MCHC"
"3765","MCHC"
"3766","MCHC"
"3767","MCHC"
"3768","MCHC"
"3769","MCHC"
"3770","MCHC"
"3771","MCHC"
"3772","MCHC"
"3773","MCHC"
"3774","MCHC"
"3775","MCHC"
"3776","MCHC"
"3777","MCHC"
"3778","MCHC"
"3779","MCHC"
"3780","MCHC"
"3781","MCHC"
"3782","MCHC"
"3783","MCHC"
"3784","MCHC"
"3785","MCHC"
"3786","MCHC"
"3787","MCHC"
"3788","MCHC"
"3789","MCHC"
"3790","MCHC"
"3791","MCHC"
"3792","MCHC"
"3793","MCHC"
"3794","MCHC"
"3795","MCHC"
"3796","MCHC"
"3797","MCHC"
"3798","MCHC"
"3799","MCHC"
"3800","MCHC"
"3801","MCHC"
"3802","MCHC"
"3803","MCHC"
"3804","MCHC"
"3805","MCHC"
"3806","MCHC"
"3807","MCHC"
"3808","MCHC"
"3809","MCHC"
"3810","MCHC"
"3811","MCHC"
"3812","MCHC"
"3813","MCHC"
"3814","MCHC"
"3815","MCHC"
"3816","MCHC"
"3817","MCHC"
"3818","MCHC"
"3819","MCHC"
"3820","MCHC"
"3821","MCHC"
"3822","MCHC"
"3823","MCHC"
"3824","MCHC"
"3825","MCHC"
"3826","MCHC"
"3827","MCHC"
"3828","MCHC"
"3829","MCHC"
"3830","MCHC"
"3831","MCHC"
"3832","MCHC"
"3833","MCHC"
"3834","MCHC"
"3835","MCHC"
"3836","MCHC"
"3837","MCHC"
"3838","MCHC"
"3839","MCHC"
"3840","MCHC"
"3841","MCHC"
"3842","MCHC"
"3843","MCHC"
"3844","MCHC"
"3845","MCHC"
"3846","MCHC"
"3847","MCHC"
"3848","Neutrophils"
"3849","Neutrophils"
"3850","Neutrophils"
"3851","Neutrophils"
"3852","Neutrophils"
"3853","Neutrophils"
"3854","Neutrophils"
"3855","Neutrophils"
"3856","Neutrophils"
"3857","Neutrophils"
"3858","Neutrophils"
"3859","Neutrophils"
"3860","Neutrophils"
"3861","Neutrophils"
"3862","Neutrophils"
"3863","Neutrophils"
"3864","Neutrophils"
"3865","Neutrophils"
"3866","Neutrophils"
"3867","Neutrophils"
"3868","Neutrophils"
"3869","Neutrophils"
"3870","Neutrophils"
"3871","Neutrophils"
"3872","Neutrophils"
"3873","Neutrophils"
"3874","Neutrophils"
"3875","Neutrophils"
"3876","Neutrophils"
"3877","Neutrophils"
"3878","Neutrophils"
"3879","Neutrophils"
"3880","Neutrophils"
"3881","Neutrophils"
"3882","Neutrophils"
"3883","Neutrophils"
